,id,prob
0,E10559,0.30999956
1,E4849,0.13299055
2,E3964,0.13299055
3,E542,0.50546056
4,E331,0.8758271
5,E10471,1.0
6,E9186,9.820124e-05
7,E5576,0.4431957
8,E9705,2.0440757e-05
9,E7309,2.0440757e-05
10,E476,2.0440757e-05
11,E5217,0.55561465
12,E7653,0.60716414
13,E1530,2.0440757e-05
14,E10379,0.30999956
15,E1516,0.50546056
16,E9418,5.454988e-05
17,E9388,5.454988e-05
18,E10737,9.820124e-05
19,E5290,0.99613214
20,E6010,9.820124e-05
21,E4307,0.30999956
22,E4548,0.60716414
23,E3030,0.93627906
24,E68,0.13299055
25,E5739,5.454988e-05
26,E2394,2.0440757e-05
27,E3629,0.93885684
28,E8652,1.0
29,E5779,0.0006145062
30,E10269,0.9431081
31,E7456,0.38961956
32,E9199,0.60716414
33,E1606,0.99024487
34,E9077,0.55561465
35,E9576,0.00019077497
36,E2810,0.85431683
37,E1091,0.9585231
38,E2755,9.820124e-05
39,E1405,0.13299055
40,E2213,0.13299055
41,E1321,0.00019077497
42,E10797,0.24355291
43,E7340,5.454988e-05
44,E9659,0.9820526
45,E1678,0.38961956
46,E9591,0.20542637
47,E6377,5.454988e-05
48,E10130,5.454988e-05
49,E5582,5.454988e-05
50,E9510,0.43271023
51,E4237,0.43271023
52,E10470,0.9688908
53,E7528,0.9936818
54,E2567,0.13299055
55,E6083,0.4431957
56,E6735,0.9923624
57,E6800,0.00019077497
58,E2293,0.5803359
59,E1633,5.454988e-05
60,E10659,0.60716414
61,E543,0.13299055
62,E7177,3.248373e-05
63,E4126,9.820124e-05
64,E2850,5.454988e-05
65,E2078,0.6538037
66,E5746,2.0440757e-05
67,E2445,1.0
68,E2958,0.0006145062
69,E3497,5.454988e-05
70,E5069,0.63631886
71,E8995,0.24355291
72,E8220,0.99999976
73,E4354,0.9818778
74,E7578,0.00019077497
75,E2122,0.4431957
76,E6661,0.45519617
77,E2582,2.0440757e-05
78,E1836,2.0440757e-05
79,E7881,0.99670994
80,E6685,9.820124e-05
81,E113,9.820124e-05
82,E1161,2.0440757e-05
83,E8062,5.454988e-05
84,E5637,0.24355291
85,E4470,0.9999999
86,E6905,0.9999999
87,E7553,0.30999956
88,E7773,0.38961956
89,E1991,0.60716414
90,E3997,0.45519617
91,E5326,0.00019077497
92,E3076,2.0440757e-05
93,E2018,0.50546056
94,E594,2.0440757e-05
95,E2971,0.8783521
96,E6692,0.38961956
97,E3383,1.0
98,E8755,9.820124e-05
99,E1494,0.9999696
100,E7725,0.60962635
101,E8265,0.38961956
102,E8021,5.454988e-05
103,E7110,0.45519617
104,E8495,1.0
105,E6551,0.00019077497
106,E10716,5.454988e-05
107,E9434,0.00019077497
108,E2128,0.9939283
109,E8123,9.820124e-05
110,E1658,0.99999964
111,E7504,0.338156
112,E8552,9.820124e-05
113,E798,2.0440757e-05
114,E5976,0.24355291
115,E6501,5.454988e-05
116,E8648,9.820124e-05
117,E7213,0.6021488
118,E6667,9.820124e-05
119,E6701,2.0440757e-05
120,E4011,0.38961956
121,E6880,3.248373e-05
122,E2679,2.0440757e-05
123,E10280,0.00019077497
124,E6213,0.99957603
125,E7717,5.454988e-05
126,E5342,3.248373e-05
127,E3783,0.99999964
128,E4763,9.820124e-05
129,E8563,0.00019077497
130,E8256,2.0440757e-05
131,E7562,0.13299055
132,E8807,1.0
133,E1160,2.0440757e-05
134,E6757,0.97660065
135,E4130,0.00019077497
136,E10778,0.00019077497
137,E6789,0.00019077497
138,E1448,2.0440757e-05
139,E1869,5.454988e-05
140,E10537,0.00019077497
141,E8348,0.00019077497
142,E5158,0.00019077497
143,E5939,0.55561465
144,E10623,5.454988e-05
145,E4941,0.4431957
146,E9068,0.62911403
147,E9894,0.0006145062
148,E1121,0.996944
149,E5634,2.0440757e-05
150,E3890,0.45519617
151,E10467,5.454988e-05
152,E3728,0.99999833
153,E3943,2.0440757e-05
154,E6303,0.24355291
155,E9052,0.9991441
156,E533,2.0440757e-05
157,E132,0.0006145062
158,E1580,0.4431957
159,E4034,9.820124e-05
160,E9422,0.9999478
161,E2575,0.00019077497
162,E1043,0.45519617
163,E8480,0.38961956
164,E10111,0.338156
165,E330,0.0006145062
166,E7838,5.454988e-05
167,E9529,2.0440757e-05
168,E5397,0.24355291
169,E6862,0.00019077497
170,E3740,1.0
171,E118,9.820124e-05
172,E8133,0.13299055
173,E8441,0.338156
174,E4814,5.454988e-05
175,E5592,0.38961956
176,E4117,2.0440757e-05
177,E7793,2.0440757e-05
178,E2368,5.454988e-05
179,E9954,0.338156
180,E10307,0.00019077497
181,E7729,1.0
182,E1123,9.820124e-05
183,E5155,5.454988e-05
184,E5224,0.24355291
185,E2789,0.8441786
186,E8483,0.00019077497
187,E10552,0.63631886
188,E8884,0.99024487
189,E10377,9.820124e-05
190,E10193,3.248373e-05
191,E5811,0.85431683
192,E8541,0.20542637
193,E486,0.43271023
194,E8888,0.9999608
195,E6532,0.99999547
196,E4165,1.0
197,E3160,0.9999999
198,E982,2.0440757e-05
199,E5505,0.13299055
200,E741,0.30999956
201,E8115,0.9674338
202,E7410,0.7792718
203,E687,0.00019077497
204,E10385,0.9995666
205,E3446,9.820124e-05
206,E1295,2.0440757e-05
207,E10695,0.60716414
208,E4417,9.820124e-05
209,E5099,0.4431957
210,E8638,5.454988e-05
211,E8886,0.13299055
212,E398,0.6169792
213,E7150,0.00019077497
214,E7724,0.00019077497
215,E2655,0.338156
216,E9266,0.6169792
217,E7954,9.820124e-05
218,E3814,0.9796799
219,E2045,2.0440757e-05
220,E1948,3.248373e-05
221,E637,3.248373e-05
222,E4060,9.820124e-05
223,E2249,0.999795
224,E4486,0.38961956
225,E7770,0.9864544
226,E6717,0.30999956
227,E10268,0.63392365
228,E2382,0.24355291
229,E4614,0.63392365
230,E4396,1.0
231,E9562,2.0440757e-05
232,E7088,0.9915332
233,E1890,0.7792718
234,E1764,0.00019077497
235,E9819,0.99879897
236,E4640,0.00019077497
237,E8385,0.99998796
238,E2514,0.24355291
239,E8377,0.30999956
240,E3496,0.24355291
241,E1432,0.00019077497
242,E8278,9.820124e-05
243,E8219,0.0006145062
244,E380,2.0440757e-05
245,E416,0.24355291
246,E7152,0.38961956
247,E1463,0.24355291
248,E7247,0.13299055
249,E3418,1.0
250,E8092,9.820124e-05
251,E4181,0.50546056
252,E10669,0.00019077497
253,E6786,0.99985147
254,E3287,0.30999956
255,E8885,0.4431957
256,E7338,2.0440757e-05
257,E4890,0.9999999
258,E8264,2.0440757e-05
259,E5638,2.0440757e-05
260,E5846,0.4431957
261,E1646,0.0006145062
262,E8763,0.9985393
263,E3816,2.0440757e-05
264,E6732,0.6169792
265,E1303,0.99219126
266,E9350,2.0440757e-05
267,E10419,0.38961956
268,E4563,2.0440757e-05
269,E647,0.9775508
270,E344,0.30999956
271,E9536,9.820124e-05
272,E2617,0.00019077497
273,E10825,0.50546056
274,E1078,0.99992895
275,E6851,0.50546056
276,E8879,0.13299055
277,E6705,0.13299055
278,E4207,0.13299055
279,E4483,0.24355291
280,E9584,0.4431957
281,E9846,0.13299055
282,E9459,0.9969945
283,E1668,0.00019077497
284,E4090,5.454988e-05
285,E6989,2.0440757e-05
286,E564,0.45519617
287,E9169,0.38961956
288,E5313,0.99161786
289,E2354,0.13299055
290,E5456,0.38961956
291,E3361,0.13299055
292,E9856,9.820124e-05
293,E6670,0.99769175
294,E4170,0.13299055
295,E7122,0.38961956
296,E3031,0.13299055
297,E6175,0.99999976
298,E4828,0.9938461
299,E817,0.24355291
300,E7319,0.9743268
301,E9935,9.820124e-05
302,E4198,0.38961956
303,E5379,9.820124e-05
304,E9930,0.88758504
305,E3910,0.60716414
306,E9816,0.00019077497
307,E6957,0.13299055
308,E10243,0.0006145062
309,E4518,0.00019077497
310,E9633,9.820124e-05
311,E3538,0.99999905
312,E2286,0.30999956
